loss,mape,val_loss,val_mape
0.08628654479980469,1818556.125,0.0770978108048439,1634474.125
0.050711266696453094,1344037.375,0.057570189237594604,1412665.375
0.038591593503952026,1134876.5,0.04727588966488838,1244940.5
0.030448583886027336,1012984.4375,0.041058801114559174,1091759.5
0.02370588295161724,917869.8125,0.038728535175323486,997831.125
0.02097705379128456,733618.0625,0.037606481462717056,902730.625
0.01787453517317772,525755.0625,0.037228990346193314,861109.875
0.0158268790692091,538934.25,0.03721437230706215,811957.25
0.013749724254012108,367674.875,0.0375245064496994,774556.9375
0.012575574219226837,423156.65625,0.03791983425617218,747369.9375
0.01297866739332676,394070.46875,0.03646029531955719,728667.0
0.010764939710497856,419942.21875,0.03657471016049385,681382.1875
0.010681811720132828,376004.59375,0.03530562296509743,671246.3125
0.009356173686683178,443882.25,0.03819645568728447,661791.1875
0.008706637658178806,435542.75,0.035220950841903687,605074.875
0.00806858204305172,369638.21875,0.0341746062040329,608448.375
0.0076765879057347775,299644.03125,0.0324183888733387,565120.625
0.006830450147390366,347306.75,0.03389712795615196,562954.9375
0.005874486640095711,270927.1875,0.033011604100465775,556741.5625
0.005816533230245113,306076.125,0.03284643962979317,486538.25
0.004918290302157402,300071.09375,0.028790393844246864,408527.125
0.004833041224628687,245591.609375,0.030861545354127884,443114.1875
0.004361998755484819,177187.75,0.025043776258826256,395136.6875
0.004625930916517973,231599.34375,0.022434435784816742,350071.40625
0.004051981959491968,275689.03125,0.01980709284543991,503364.5
0.004065621644258499,241256.765625,0.023352717980742455,523054.53125
0.004277191124856472,251953.65625,0.021090811118483543,433223.71875
0.003831453388556838,226835.75,0.011926589533686638,271720.46875
0.0036285666283220053,248433.25,0.011840051971375942,270568.0
0.0035394455771893263,193102.75,0.010609067045152187,273570.03125
0.0035677431151270866,231473.140625,0.0063855284824967384,151633.1875
0.0035292445681989193,213373.53125,0.00572188850492239,68626.3984375
0.003670600475743413,184116.09375,0.0020233287941664457,72728.65625
0.003842104459181428,220030.703125,0.007363016251474619,288846.53125
0.00330173596739769,232775.921875,0.002877086168155074,186280.8125
0.00317345536313951,187510.359375,0.006778819020837545,181923.65625
0.0032914509065449238,218992.59375,0.004609677474945784,214304.375
0.0031317027751356363,192375.4375,0.0021493444219231606,91573.796875
0.0030034168157726526,233274.9375,0.0018820605473592877,62108.67578125
0.003035390516743064,189281.0,0.003564659506082535,199054.984375
0.003073897445574403,200282.953125,0.0015838583931326866,30820.79296875
0.0029303114861249924,180860.1875,0.009770805947482586,535966.5625
0.0029175663366913795,205331.25,0.002111427951604128,24259.8359375
0.002923743100836873,208339.234375,0.005823791027069092,360983.71875
0.002910190960392356,199410.734375,0.006131601054221392,191665.453125
0.0029416095931082964,166713.625,0.002630191156640649,95069.1640625
0.002557175699621439,191402.328125,0.006082643289119005,206607.46875
0.002902282401919365,196394.9375,0.0017486645374447107,32566.69921875
0.002671452471986413,147537.0625,0.0015108761144801974,49646.0390625
0.0028668362647295,184680.609375,0.003711899509653449,218813.375
0.002780777169391513,203778.546875,0.0018915074178948998,11618.46875
0.002792464103549719,152283.28125,0.004199192859232426,586.2355346679688
0.0029204669408500195,189691.5625,0.001548903645016253,71597.3359375
0.0026189498603343964,178926.59375,0.003818632336333394,18023.912109375
0.00258548092097044,185170.265625,0.004062333144247532,252584.75
0.0025541449431329966,168192.625,0.0016983270179480314,48324.0
0.002645112806931138,185662.75,0.0014236654387786984,49272.8125
0.0023662117309868336,189925.140625,0.0057618278078734875,283044.59375
0.0026431535370647907,161148.40625,0.0017654062248766422,111563.765625
0.0023965525906533003,153438.703125,0.0019557413179427385,101172.328125
0.0023860959336161613,200950.78125,0.0015118841547518969,70360.640625
0.0025869717355817556,150066.234375,0.010471245273947716,569255.625
0.0027165499050170183,181706.640625,0.0016231449553743005,6242.7021484375
0.0022793542593717575,165398.53125,0.0018214824376627803,153760.9375
0.00245779100805521,172114.28125,0.0016461906488984823,90641.703125
0.0025393557734787464,162553.859375,0.0013613117625936866,46955.95703125
0.002321680774912238,193003.015625,0.005665481556206942,355097.21875
0.002380433026701212,166865.328125,0.004378912039101124,273045.5
0.0023770967964082956,177326.234375,0.006101540289819241,393884.25
