loss,mape,val_loss,val_mape
0.0837230458855629,1251494.0,0.06349943578243256,3626869.5
0.05288632586598396,1016187.5625,0.047691281884908676,3117013.75
0.03684115782380104,1118996.625,0.03805993124842644,2661141.75
0.027078690007328987,875487.375,0.03318924456834793,2173181.75
0.020295578986406326,667025.5,0.03326911851763725,2105277.0
0.01613594964146614,580122.375,0.03147666156291962,1925201.625
0.014077670872211456,387139.96875,0.031880561262369156,1896940.25
0.012475524097681046,334736.03125,0.03017411381006241,1708948.5
0.011293049901723862,264188.25,0.03306115046143532,1730487.25
0.010279055684804916,267413.0,0.02933572418987751,1692008.75
0.00914440955966711,232079.9375,0.026968277990818024,1602029.75
0.008509322069585323,259944.40625,0.025124501436948776,1546315.5
0.00751134380698204,206841.875,0.019484030082821846,1556877.0
0.0070333415642380714,181239.0,0.022612428292632103,1438999.625
0.006579563021659851,251401.5625,0.020920012146234512,1448227.375
0.00597418425604701,194903.59375,0.018633948639035225,1362201.125
0.0056742955930531025,185785.046875,0.016159523278474808,1417090.5
0.0051419991068542,162388.859375,0.01270357333123684,1181911.5
0.004719488322734833,213560.109375,0.0126007329672575,1221787.875
0.004609818570315838,179046.71875,0.011639167554676533,1091889.5
0.0045220861211419106,191080.59375,0.011464616283774376,1153442.25
0.00414646090939641,172301.859375,0.006852646823972464,965546.9375
0.004019245970994234,228499.859375,0.005119259934872389,699005.0625
0.004034112207591534,188742.765625,0.0038097116630524397,627706.1875
0.003629539394751191,187236.46875,0.004685080144554377,726872.75
0.0034528756514191628,163558.28125,0.006571260280907154,955777.1875
0.0032921258825808764,214770.875,0.007847132161259651,1012726.125
0.003445512382313609,191995.078125,0.0026152145583182573,375013.3125
0.00336400861851871,211817.328125,0.0020470591261982918,314718.03125
0.003094949061051011,183242.546875,0.0017851473530754447,227182.75
0.0030303357634693384,181606.6875,0.0026254490949213505,267941.1875
0.0030749388970434666,169612.515625,0.0031005125492811203,169320.84375
0.002900819992646575,161871.890625,0.0017590094357728958,243881.140625
0.0029982267878949642,197895.671875,0.0028268801979720592,216601.90625
0.0028531779535114765,173010.25,0.0016329266363754869,203871.5625
0.0028798195999115705,175584.046875,0.002274594735354185,195238.0
0.0026974680367857218,161372.703125,0.0023667076602578163,178171.515625
0.002759948605671525,149438.734375,0.0017781362403184175,258857.625
0.002652405994012952,164545.59375,0.002319114049896598,182106.171875
0.002628682181239128,140925.65625,0.002179955830797553,197305.296875
