loss,mape,val_loss,val_mape
0.08061981946229935,15960910.0,0.052158597856760025,12299063.0
0.03155052289366722,12816506.0,0.06900312006473541,2128795.75
0.017061535269021988,8161803.0,0.07050048559904099,840312.6875
0.012335739098489285,5733536.0,0.06925425678491592,723762.0
0.009261222556233406,4489518.5,0.06500604003667831,1103286.125
0.008030104450881481,3443497.25,0.05520528927445412,1270623.25
0.007271946873515844,3225454.75,0.04783681407570839,1434607.875
0.006760505028069019,3283827.25,0.04293028637766838,2207247.25
0.006083973683416843,3329897.75,0.04150804504752159,1593477.125
0.005160935688763857,3879460.25,0.03795589134097099,1559416.25
0.0045499010011553764,2929099.25,0.03499102592468262,1774535.25
0.004084261134266853,2561457.75,0.027845412492752075,1701373.625
0.003966162912547588,2364436.25,0.020185986533761024,2767761.5
0.0038025975227355957,2210210.5,0.016136296093463898,2177519.0
0.0038449030835181475,2177475.0,0.011787978932261467,2078983.625
0.003567647421732545,2173163.0,0.006554683670401573,2808775.5
0.0034580735955387354,2026055.5,0.0058675906620919704,3522835.5
0.003460896899923682,1950079.75,0.007531420793384314,3479820.25
0.003386224154382944,1927215.125,0.002047090558335185,910909.0625
0.0033142652828246355,1915969.625,0.004228080157190561,1607915.625
0.003125157905742526,1932073.0,0.002736651338636875,1760657.5
0.00315618934109807,1910206.0,0.002612158190459013,2915753.5
0.0031892734114080667,1854780.75,0.002914553042501211,2367445.5
0.0031154744792729616,1882900.5,0.0022326046600937843,1592874.125
0.0030948841013014317,1820500.625,0.0026198397390544415,1951382.875
0.002989585744217038,1740938.0,0.002225561998784542,2737376.5
0.0029347219970077276,1765701.25,0.0015836694510653615,1309761.5
0.003085194155573845,1849175.25,0.0038145375438034534,5168391.5
0.003026037011295557,1749062.375,0.0018641144270077348,1035335.1875
0.0028479997999966145,1779615.875,0.0025820983573794365,2651057.75
0.0029365853406488895,1731609.625,0.002726106671616435,2421611.75
0.0028134258463978767,1695760.125,0.0020812759175896645,1903471.875
0.002760720904916525,1629701.125,0.0016166828572750092,1456570.5
0.0027860398404300213,1685045.875,0.0016459698090329766,1822453.875
0.0028248820453882217,1679523.875,0.0018002217402681708,2654691.25
0.002654316369444132,1651342.75,0.002067115157842636,2035363.75
0.0028011759277433157,1606537.75,0.001758057507686317,1846492.0
0.0028002180624753237,1623834.625,0.0018771783215925097,994429.25
0.0025491889100521803,1620798.75,0.0016992909368127584,1362546.375
0.0027365251444280148,1511159.75,0.0015742643736302853,666116.8125
0.002587240654975176,1559203.375,0.001715197111479938,1357505.25
0.0025822229217737913,1490619.375,0.0032149620819836855,3987112.75
0.0026382908690720797,1442447.625,0.0019186382414773107,2955381.25
0.0026142338756471872,1458694.875,0.0022783358581364155,3449641.0
0.002646536333486438,1519124.5,0.001713534933514893,2305293.25
0.002520194509997964,1410295.75,0.0017451742896810174,2086076.125
0.0025662409607321024,1477750.375,0.0016487998655065894,1821601.875
0.002449700841680169,1372647.5,0.0021207802928984165,2632280.0
0.0025773162487894297,1427669.75,0.0016700404230505228,1479582.125
